,Effectiveness,HP_diff,Attack_diff,Defense_diff,Sp.Atk_diff,Sp.Def_diff,Speed_diff,F_Legendary,S_Legendary,First Won
28406,0.5,20,25,25,63,45,30,0,0,1
28407,1.0,-10,10,-10,-25,-45,-31,0,0,0
28408,1.0,-4,-3,-15,15,0,-13,0,0,0
28409,1.0,-10,-20,-40,-40,-5,-20,0,0,0
28410,2.0,30,43,50,-10,30,27,0,0,1
28411,1.0,-10,-4,-35,-43,-75,7,0,0,1
28412,0.5,25,35,50,-5,15,20,0,0,1
28413,0.5,-10,-14,-40,33,10,47,0,0,1
28414,0.5,35,50,26,75,16,35,0,0,1
28415,1.0,-19,-20,-28,-77,-114,-44,0,0,0
28416,0.5,20,-10,20,20,20,70,0,0,1
28417,1.0,10,-50,10,-75,-60,-25,0,1,0
28418,1.0,-3,-6,59,1,61,-31,1,0,0
28419,0.0,1,-24,-10,50,25,60,0,0,0
28420,1.0,-29,-55,-68,0,-3,46,0,0,0
28421,1.0,-5,-25,-10,-15,-10,40,0,0,1
28422,1.0,-15,-65,-50,-20,-50,65,0,0,0
28423,0.5,-32,-30,-70,5,-70,17,0,0,1
28424,1.0,22,-30,-5,-20,25,75,0,0,1
28425,1.0,-10,14,-30,14,-30,-14,0,0,0
28426,0.5,-12,-34,-61,6,-61,-3,0,0,0
28427,1.0,-12,-36,-12,-24,-15,-55,0,0,0
28428,0.5,-5,-25,0,-55,15,15,0,0,1
28429,1.0,-10,-15,-50,20,10,10,0,0,1
28430,1.0,-44,-22,-72,-18,-68,-51,0,0,0
28431,0.5,15,5,10,0,5,20,0,0,1
28432,1.0,50,26,84,40,22,58,1,0,1
28433,1.0,-60,-75,-20,10,-5,40,0,0,0
28434,1.0,-9,31,-21,-14,-16,4,0,0,1
28435,1.0,-4,-3,-1,-28,-1,-46,0,0,0
28436,1.0,14,-30,3,-35,-15,-52,0,0,0
28437,1.0,-10,9,-5,-26,-5,5,0,0,1
28438,1.0,45,90,95,-5,25,-45,0,0,1
28439,0.5,14,5,-90,15,11,55,0,0,0
28440,2.0,-10,28,-3,-45,-20,25,0,0,1
28441,1.0,-15,-15,-45,-30,-45,-30,0,0,0
28442,1.0,-28,-52,-9,-24,6,-15,0,0,0
28443,1.0,16,-10,40,22,42,15,1,0,1
28444,1.0,-36,-47,-61,-47,-61,-19,0,1,0
28445,2.0,-24,-31,5,-78,-55,-93,0,1,0
28446,1.0,22,-15,-78,49,-36,84,0,0,1
28447,2.0,20,65,25,80,35,40,0,0,1
28448,0.5,5,35,45,-5,5,50,0,0,1
28449,1.0,35,43,-33,65,55,75,0,0,1
28450,1.0,-10,60,-20,90,-70,110,1,0,1
28451,1.0,-80,-60,-52,-40,-40,-45,0,0,0
28452,1.0,45,45,40,70,80,25,0,0,1
28453,2.0,0,40,13,-5,13,-66,0,0,1
28454,1.0,15,27,17,-18,17,-4,0,0,0
28455,2.0,-40,-118,-110,-88,-30,-50,0,1,0
28456,1.0,8,97,32,47,12,37,0,0,1
28457,0.5,-14,-16,-56,-96,-26,-70,0,0,0
28458,1.0,14,23,-35,53,15,51,0,0,1
28459,1.0,-25,-90,-60,-40,-55,0,0,0,0
28460,1.0,-60,-25,-35,-35,-45,25,0,0,1
28461,1.0,30,30,45,50,25,-55,0,0,0
28462,2.0,16,-30,-15,-30,-5,-27,0,1,0
28463,1.0,14,-1,0,31,78,25,0,0,1
28464,1.0,-16,-9,-25,-31,-40,-72,0,0,0
28465,0.5,-20,-45,10,20,-20,-75,0,0,0
28466,0.5,43,-40,-29,-10,1,-40,0,0,0
28467,1.0,-55,-70,-6,5,-57,4,0,0,1
28468,1.0,-20,10,12,10,-3,21,0,0,1
28469,2.0,-40,-79,-35,-14,-28,14,0,0,1
28470,1.0,-11,77,52,3,8,36,0,0,1
28471,0.5,-26,-21,-37,-21,-47,17,0,0,1
28472,1.0,-45,-40,-60,-30,-55,-32,0,0,0
28473,0.5,66,31,-20,61,13,9,1,0,1
28474,1.0,95,-26,-29,11,14,-105,0,0,0
28475,1.0,10,-60,5,-10,-10,-40,0,0,0
28476,1.0,-10,39,-10,75,18,5,0,0,1
28477,1.0,-24,14,14,23,13,-38,0,0,0
28478,1.0,25,65,20,15,70,0,0,0,0
28479,1.0,-4,42,61,-31,-49,-22,0,0,0
28480,0.5,5,-22,-37,-47,-42,81,0,0,0
28481,1.0,0,16,-25,1,-5,-6,0,0,0
28482,1.0,-25,-35,-45,0,-55,-28,0,0,0
28483,1.0,20,10,0,-15,-15,-35,0,0,0
28484,1.0,12,25,20,25,20,-17,0,0,0
28485,0.5,0,-60,-15,65,45,20,0,0,1
28486,0.5,-54,-93,-100,-60,-50,-40,0,1,0
28487,0.5,61,22,-18,69,34,-36,0,0,0
28488,1.0,8,17,-3,-13,-3,-22,0,0,0
28489,1.0,20,-30,1,100,-30,59,0,0,1
28490,1.0,45,55,11,12,20,49,0,0,1
28491,1.0,-51,-27,-50,-94,-55,-52,0,0,0
28492,0.5,-19,-64,-165,-7,-50,8,0,0,1
28493,2.0,35,20,-5,-75,-10,-15,0,0,0
28494,2.0,-25,58,-35,-77,-5,85,0,0,1
28495,1.0,-20,-37,-42,-82,-42,-61,0,1,0
28496,0.5,-30,-39,-3,-7,-17,-24,0,0,0
28497,1.0,5,-9,-15,16,-25,29,0,0,1
28498,2.0,31,72,30,20,40,47,0,0,1
28499,1.0,0,23,3,13,3,5,0,0,1
28500,1.0,57,34,40,-21,40,40,0,0,1
28501,1.0,21,35,51,50,46,32,1,0,1
28502,1.0,63,80,32,57,36,23,1,0,1
28503,0.5,-31,-28,-9,-10,-49,-48,0,1,0
28504,1.0,-55,-40,-5,-35,-5,-25,0,0,0
28505,1.0,70,100,30,15,5,-20,0,0,0
28506,0.5,40,20,95,65,-5,-5,0,0,0
28507,2.0,0,-10,-25,20,-25,55,0,0,1
28508,1.0,25,20,-10,51,87,22,0,0,1
28509,1.0,-15,-20,-60,-65,-5,-30,0,0,0
28510,1.0,-45,-45,-45,-45,-45,-45,0,0,0
28511,0.5,-76,-70,-35,-114,-35,-70,0,1,0
28512,1.0,-15,-80,-80,-74,-49,-30,0,0,0
28513,1.0,-25,-27,-12,-12,-42,-38,0,0,0
28514,2.0,-9,31,-31,1,-46,65,0,0,1
28515,1.0,35,82,68,2,17,-19,0,0,0
28516,2.0,15,25,50,40,40,60,0,0,1
28517,1.0,-6,10,52,-7,23,-2,0,0,0
28518,2.0,-61,-23,-23,8,-2,26,0,0,1
28519,1.0,2,11,-18,23,-16,40,0,0,1
28520,0.0,25,-60,30,-80,30,70,0,0,0
28521,1.0,40,-10,-20,85,105,45,0,0,1
28522,0.5,-60,-80,-80,-25,-60,75,0,0,0
28523,0.5,68,67,83,3,17,-23,0,0,0
28524,2.0,0,32,15,52,45,20,0,0,1
28525,0.5,-20,37,33,47,43,-25,0,0,0
28526,1.0,-16,-15,75,15,-26,-50,0,0,0
28527,1.0,-66,-27,-72,6,-52,-10,0,0,0
28528,2.0,-10,-75,-10,-70,-10,-50,0,0,0
28529,1.0,-15,-29,-11,-5,0,-40,0,0,0
28530,1.0,-44,-61,-33,-55,-17,-18,0,0,0
28531,1.0,-24,-73,-45,-6,-71,31,0,0,1
28532,1.0,5,73,37,0,-50,-10,0,0,0
28533,1.0,40,60,3,5,3,4,0,0,0
28534,1.0,-60,-40,10,-50,10,-55,0,0,0
28535,1.0,-25,-55,-60,-60,-30,-50,0,0,0
28536,0.5,28,35,45,65,30,-59,1,0,0
28537,1.0,20,-20,-40,50,15,10,0,0,1
28538,1.0,-2,26,85,-25,-21,-35,0,0,0
28539,2.0,-25,75,165,-50,-50,-10,0,0,0
28540,2.0,-15,-40,-35,35,5,0,0,1,0
28541,0.5,21,-2,41,50,51,-21,1,0,0
28542,2.0,25,79,45,40,-10,-10,0,0,0
28543,1.0,21,-2,12,-33,3,9,0,0,1
28544,0.5,30,62,30,30,-15,43,0,0,1
28545,1.0,-43,57,-17,79,-11,-24,0,0,0
28546,2.0,-6,8,-67,33,-35,-18,0,1,0
28547,1.0,-20,-30,-55,20,-30,-70,0,0,0
28548,2.0,10,37,7,37,32,46,0,0,1
28549,1.0,30,81,59,24,66,100,0,0,1
28550,0.0,1,-21,-25,-9,-20,-1,0,0,0
28551,1.0,-70,-25,-30,-25,-30,60,1,1,1
28552,0.5,20,10,0,0,10,20,0,0,1
28553,1.0,7,60,28,-20,8,-12,0,0,0
28554,1.0,5,55,70,30,0,-32,0,0,0
28555,2.0,6,-38,-23,7,0,18,0,0,1
28556,2.0,-10,-17,-45,-47,-45,-66,0,0,0
28557,0.5,65,60,0,-50,-20,5,0,0,1
28558,0.5,-5,0,-15,8,-30,-30,0,0,0
28559,1.0,10,45,43,15,13,-15,0,0,0
28560,1.0,35,40,35,115,55,30,1,0,1
28561,1.0,-2,-4,-25,41,-25,5,0,0,1
28562,1.0,15,-15,25,10,15,-30,0,0,0
28563,0.5,-10,15,67,20,32,-9,0,0,0
28564,0.5,41,30,40,40,50,15,0,0,1
28565,1.0,-20,-60,-35,-15,-80,15,0,0,1
28566,1.0,-35,15,-5,-60,-10,60,0,0,1
28567,1.0,15,-5,-35,13,-25,10,0,0,1
28568,2.0,-25,65,-10,-5,-50,0,0,0,0
28569,1.0,-15,-55,-19,35,16,40,0,0,1
28570,1.0,20,30,60,0,40,-45,0,0,0
28571,1.0,17,-17,-18,16,2,51,0,0,1
28572,1.0,25,-2,-47,-2,-47,-40,0,1,0
28573,1.0,-47,-100,47,40,57,28,0,0,1
28574,0.0,10,8,-23,-12,-23,65,0,0,0
28575,1.0,20,62,10,15,0,78,0,0,1
28576,1.0,2,39,33,67,73,9,0,0,1
28577,0.5,19,-8,-23,-80,-49,-44,0,0,0
28578,0.5,20,0,85,55,-15,-83,0,0,0
28579,1.0,40,82,40,70,10,78,0,0,1
28580,1.0,-72,4,-3,-40,-50,-12,0,0,0
28581,1.0,22,-15,15,-95,-40,-30,0,0,0
28582,1.0,25,-19,-10,-64,-45,-27,0,0,0
28583,0.5,-32,-75,-80,-9,-46,-13,0,0,0
28584,1.0,0,-38,-2,-25,0,-15,0,0,0
28585,1.0,-9,-6,12,-6,12,21,0,0,1
28586,2.0,10,-15,-105,10,-60,55,0,0,1
28587,1.0,35,-58,-35,48,50,35,0,0,1
28588,1.0,-55,-35,-15,-65,-20,-5,0,0,0
28589,1.0,15,15,15,65,35,-20,0,0,0
28590,1.0,-40,-15,-70,20,-130,55,0,1,1
28591,0.5,-21,62,-12,-14,44,-41,0,0,0
28592,1.0,-20,10,70,-65,-41,-86,0,1,0
28593,1.0,0,40,-28,-70,3,-10,0,0,0
28594,0.5,-10,-30,-15,0,50,30,0,0,1
28595,1.0,25,30,5,-35,15,-27,0,0,0
28596,1.0,2,0,-2,-20,-5,30,0,0,1
28597,2.0,45,-7,-27,73,38,51,0,0,1
28598,1.0,-29,1,-81,-14,-66,55,0,0,0
28599,1.0,15,40,0,10,25,40,0,0,1
28600,1.0,-20,-24,-6,-25,5,-20,0,0,0
28601,1.0,61,165,50,129,75,95,1,0,1
28602,2.0,14,70,-15,-2,-7,-105,0,1,1
28603,1.0,16,17,7,10,5,45,0,0,1
28604,1.0,-25,-20,-35,-73,-35,-35,0,0,0
28605,1.0,45,77,99,4,-19,3,0,0,1
28606,1.0,-11,-32,6,-52,6,14,0,0,1
28607,0.5,-10,15,-25,5,-25,-35,0,0,0
28608,1.0,-8,23,0,42,-5,82,0,0,1
28609,0.5,-28,-13,28,19,39,-34,0,0,0
28610,0.5,17,0,-18,-10,-28,-15,0,0,0
28611,1.0,30,35,30,25,15,75,0,0,1
28612,1.0,10,15,2,90,30,23,0,0,1
28613,2.0,5,15,-10,35,0,5,0,0,1
28614,1.0,-55,-60,-90,-70,-50,-25,0,1,0
28615,1.0,35,30,23,45,23,56,0,0,1
28616,0.5,-25,-80,-130,5,-10,-5,0,0,0
28617,1.0,-44,70,0,34,0,40,1,1,1
28618,1.0,25,30,15,0,20,-5,0,0,0
28619,0.5,4,30,32,30,32,-14,0,0,0
28620,1.0,20,75,30,52,35,25,0,0,1
28621,1.0,20,-5,80,30,5,-40,0,0,0
28622,1.0,0,-50,-10,-15,10,65,0,0,0
28623,0.5,-3,-26,-45,14,35,5,0,0,1
28624,1.0,-15,25,-3,-15,-20,-12,0,0,0
28625,0.5,13,51,0,-9,-20,15,0,0,1
28626,0.5,-9,-10,-7,-43,-28,22,0,0,1
28627,0.5,-39,-48,-40,-100,-55,-48,0,0,0
28628,1.0,24,11,-7,31,-7,-27,0,0,0
28629,1.0,-5,20,20,-25,10,0,0,0,0
28630,1.0,5,52,4,27,9,17,1,0,1
28631,1.0,55,55,-10,45,10,49,0,0,1
28632,1.0,-25,-30,30,10,-15,20,0,0,1
28633,1.0,15,-15,55,5,5,-45,0,0,1
28634,1.0,-10,25,116,15,106,-20,1,0,0
28635,1.0,-25,22,-10,-63,47,-14,0,0,0
28636,2.0,-26,-60,-25,-30,-34,10,0,1,1
28637,0.0,90,15,51,40,51,13,1,0,0
28638,2.0,-24,-43,-24,-48,11,19,0,0,1
28639,0.0,-25,-30,-65,30,-25,-20,0,0,0
28640,0.5,40,-33,60,95,60,10,0,0,1
28641,1.0,25,-15,35,-10,-10,-25,0,0,0
28642,1.0,-13,-34,-8,-15,-15,-35,0,0,0
28643,1.0,67,-5,27,75,25,-8,0,0,0
28644,1.0,-9,-1,37,61,52,45,0,0,1
28645,0.0,0,20,0,-35,0,5,0,0,0
28646,1.0,10,-85,-45,5,-15,-60,0,1,0
28647,1.0,-40,-120,-59,-15,-20,4,0,0,1
28648,0.5,-10,-37,-67,38,-17,76,0,0,0
28649,1.0,0,45,-20,-65,-30,-35,0,0,0
28650,1.0,-45,-45,-50,-110,-80,-10,0,1,0
28651,0.5,15,2,67,47,-8,-4,0,0,0
28652,1.0,-10,-45,-10,70,0,10,0,0,1
28653,1.0,19,14,18,25,30,8,0,0,1
28654,1.0,15,32,13,5,20,15,0,0,1
28655,1.0,50,-30,-70,-52,-98,-24,0,0,1
28656,0.5,-3,-10,-2,-11,-12,33,0,0,1
28657,1.0,10,60,40,-40,-15,-85,0,0,0
28658,2.0,-50,-78,38,-78,8,-70,0,0,0
28659,1.0,45,118,50,118,40,75,1,0,1
28660,0.5,-1,-50,-83,-13,-58,35,0,0,1
28661,0.5,-50,-58,-25,-50,-35,-5,0,0,0
28662,0.5,25,90,10,90,35,20,0,0,1
28663,1.0,-43,-25,-35,-20,-15,-7,0,0,0
28664,1.0,15,56,10,21,10,24,0,0,1
28665,1.0,2,22,27,-38,27,-53,0,0,0
28666,1.0,-27,-85,10,15,20,52,0,0,0
28667,1.0,22,-4,10,0,0,21,0,0,1
28668,1.0,-40,19,-40,20,-22,5,0,0,1
28669,1.0,-52,-110,-60,-25,-60,-110,0,0,0
28670,1.0,-11,7,-15,-35,-50,15,0,0,1
28671,2.0,22,-1,105,49,-20,-70,0,0,1
28672,1.0,-10,0,-14,5,-4,13,0,0,1
28673,0.0,11,-55,0,-43,12,30,0,0,0
28674,1.0,-20,5,2,-15,-25,15,0,0,1
28675,1.0,-70,0,-38,0,-53,31,0,0,1
28676,1.0,-4,-27,49,25,2,16,1,0,1
28677,1.0,50,-17,22,85,-35,40,1,0,1
28678,1.0,-30,-25,-25,-20,-25,-35,0,0,0
28679,2.0,5,39,0,20,25,6,0,0,1
28680,0.0,-5,55,1,5,7,26,0,0,0
28681,1.0,10,10,12,0,12,25,0,0,1
28682,1.0,11,20,43,58,48,30,0,0,1
28683,0.5,15,25,25,17,25,65,0,0,0
28684,0.5,-37,-50,-25,-40,-15,17,0,0,1
28685,1.0,-18,0,-10,-100,-70,-10,0,0,0
28686,1.0,-15,59,70,15,45,21,0,0,1
28687,1.0,5,7,-40,50,-30,23,0,0,1
28688,1.0,-16,-27,21,1,26,-77,0,0,0
28689,1.0,15,19,30,9,3,23,0,0,1
28690,1.0,-8,-60,10,-20,80,5,0,0,1
28691,1.0,-36,-54,-104,21,34,30,0,0,1
28692,1.0,30,-20,40,-15,60,25,0,0,1
28693,1.0,49,-20,55,10,10,-10,0,0,1
28694,0.5,-25,-38,-18,2,17,-36,0,0,0
28695,1.0,-10,-15,5,-35,-45,-35,0,0,0
28696,1.0,25,9,30,-20,0,-29,0,0,0
28697,1.0,80,0,-25,80,60,-10,0,0,0
28698,1.0,-20,-11,45,49,15,-63,0,0,0
28699,0.5,45,26,31,33,43,14,0,0,1
28700,1.0,-34,-60,-10,-30,-35,-36,0,0,0
28701,1.0,66,85,55,80,114,35,1,0,1
28702,2.0,18,19,8,-6,-11,66,0,0,1
28703,1.0,-35,-65,30,10,80,65,1,0,0
28704,1.0,24,-8,22,-60,41,6,0,0,1
28705,0.5,-61,-48,-11,-48,16,-78,0,1,0
28706,1.0,-30,20,30,20,10,25,0,0,1
28707,1.0,-25,52,-13,52,-13,49,1,0,1
28708,1.0,-32,-44,-12,-3,1,22,0,0,1
28709,0.5,-7,-40,-23,15,-30,-65,0,0,0
28710,0.0,-45,-60,-30,35,-25,-35,0,0,0
28711,2.0,-55,-50,-35,-75,-75,-60,0,1,0
28712,1.0,15,32,1,50,11,-5,0,0,0
28713,0.5,-17,-14,-5,22,-1,29,0,0,1
28714,2.0,5,-37,-35,35,-15,53,0,0,1
28715,1.0,-18,10,32,37,9,-13,0,0,0
28716,1.0,-41,19,41,9,41,51,0,0,1
28717,1.0,-19,-39,60,30,-10,-35,0,0,0
28718,1.0,18,40,15,0,-5,12,0,0,1
28719,2.0,5,-5,-5,30,-20,-25,0,0,0
28720,1.0,15,37,-8,-8,32,11,0,0,1
28721,1.0,-14,-29,45,-10,-5,40,0,0,1
28722,1.0,-5,20,-11,5,-1,-5,0,0,0
28723,0.5,35,85,-10,-65,-30,25,0,0,1
28724,1.0,-40,-13,-27,-60,-85,-40,0,0,0
28725,1.0,20,10,105,15,5,-30,0,0,0
28726,1.0,10,25,10,-25,-15,-35,0,0,0
28727,2.0,-25,-55,-20,-45,-10,-10,0,0,0
28728,0.5,-10,20,0,50,20,0,1,1,0
28729,0.5,-38,-40,-50,-65,-40,-52,0,0,0
28730,0.5,25,75,20,65,20,15,0,0,1
28731,0.5,-25,-88,-33,-30,-55,-109,0,0,0
28732,2.0,90,52,75,57,30,48,1,0,1
28733,0.5,55,58,-30,5,20,-20,0,0,0
28734,1.0,27,29,22,78,59,73,0,0,1
28735,0.5,45,30,15,5,5,20,0,0,1
28736,1.0,19,101,50,-30,35,5,0,0,1
28737,2.0,-30,-55,185,-75,165,-90,0,0,0
28738,0.5,1,-12,-45,6,8,17,0,0,1
28739,2.0,-85,-30,-15,-48,-42,-30,0,0,0
28740,0.5,-16,-80,-60,-35,-40,-14,0,0,0
28741,1.0,-60,23,44,0,30,11,0,0,1
28742,0.5,-15,-43,15,-33,0,6,0,0,1
28743,2.0,-2,9,10,-18,3,-27,0,0,1
28744,1.0,0,5,-18,-17,-15,0,1,0,0
28745,0.5,-42,-74,-48,-30,-53,-23,0,1,0
28746,1.0,7,20,3,22,9,-11,1,0,0
28747,1.0,80,30,40,55,40,25,1,0,1
28748,0.5,8,-16,-2,10,-65,-28,0,0,0
28749,2.0,71,81,50,-4,3,-21,1,0,1
28750,2.0,26,50,10,30,74,10,1,0,1
28751,0.5,-20,-30,-120,-10,-70,-5,0,0,0
28752,1.0,11,10,165,-28,32,-35,0,0,0
28753,1.0,25,-40,-5,25,60,-15,0,0,0
28754,1.0,2,-13,7,-40,-5,-26,0,1,0
28755,2.0,4,-10,-27,58,35,45,0,0,1
28756,1.0,15,-5,-45,20,20,-40,0,0,0
28757,1.0,10,-5,10,80,25,70,0,0,1
28758,0.5,115,22,32,-13,-3,1,0,0,1
28759,1.0,50,2,2,63,63,40,0,0,1
28760,1.0,-45,-50,-55,-70,-10,-50,0,1,0
28761,1.0,51,45,71,100,66,22,1,0,1
28762,0.5,3,-14,15,11,22,-1,0,0,0
28763,1.0,-4,-30,10,45,0,-56,0,0,0
28764,1.0,0,-65,-30,30,5,-45,0,0,0
28765,0.5,25,75,105,35,60,50,0,0,1
28766,1.0,100,65,5,60,-45,30,0,0,1
28767,2.0,20,55,10,62,10,50,0,0,1
28768,1.0,15,40,25,15,30,-5,0,0,0
28769,1.0,8,37,-7,-28,-35,-19,0,0,0
28770,1.0,-32,0,-5,-15,-40,-55,0,0,0
28771,1.0,-10,52,77,-11,59,-9,0,0,0
28772,1.0,20,20,0,5,15,-50,0,0,0
28773,0.5,21,48,60,11,18,2,0,0,1
28774,1.0,5,4,9,10,-1,-20,0,0,0
28775,1.0,8,-40,-15,-10,-5,12,0,0,1
28776,1.0,-30,-5,60,-40,60,0,0,0,0
28777,1.0,-39,-85,-55,5,-35,2,0,0,1
28778,1.0,0,34,3,20,3,52,0,0,1
28779,1.0,52,55,65,65,95,70,1,0,1
28780,2.0,-5,30,-25,-30,-5,20,0,0,1
28781,1.0,20,35,-15,70,10,-10,0,0,0
28782,1.0,50,110,10,30,65,45,0,0,1
28783,1.0,-15,-55,20,0,20,-40,0,0,0
28784,0.5,-45,-55,25,0,35,-35,0,0,0
28785,1.0,-45,-35,175,-35,160,-40,0,0,0
28786,1.0,35,20,-50,110,70,20,1,0,1
28787,0.5,9,20,25,65,20,-70,0,0,0
28788,1.0,15,-80,50,-100,60,-45,0,1,0
28789,1.0,-5,-15,77,5,7,-96,0,0,0
28790,0.5,25,85,64,-70,55,-14,0,0,0
28791,1.0,-22,-9,-75,-69,-50,-10,0,0,0
28792,0.5,60,8,23,26,21,20,0,0,1
28793,1.0,-15,-46,-14,-4,24,-30,0,0,0
28794,1.0,-1,-18,-15,-23,-25,6,0,0,1
28795,1.0,-41,-37,18,20,18,-73,0,1,0
28796,1.0,-65,20,45,-30,45,-20,0,0,0
28797,2.0,-27,-58,-35,-52,-15,-13,0,0,0
28798,0.0,21,59,53,14,59,28,0,0,0
28799,0.5,-70,-122,-50,-117,-85,50,0,0,0
28800,1.0,5,-25,5,30,-5,-10,0,0,0
28801,0.5,-57,-45,-60,-50,-50,12,0,1,1
28802,1.0,0,-55,54,70,-3,-1,0,0,0
28803,1.0,0,20,40,-30,-10,-45,0,0,0
28804,1.0,7,40,-5,-75,-20,-76,0,0,0
28805,1.0,-10,-100,-30,-100,-30,-60,0,0,0
28806,1.0,18,117,52,19,74,50,0,0,1
28807,1.0,30,33,-5,10,-5,-5,0,0,0
28808,0.5,-1,49,-12,0,-26,77,0,0,1
28809,1.0,-5,-30,20,-25,20,-35,0,0,0
28810,0.5,-53,-65,0,15,-40,-17,0,0,0
28811,1.0,-23,-79,-99,-40,-69,-6,0,0,0
28812,0.5,-15,-51,-50,-21,-20,-45,0,0,0
28813,0.5,-40,-52,-30,-15,20,2,0,0,1
28814,0.5,25,10,25,100,45,75,0,0,1
28815,1.0,46,69,-8,-31,-11,38,0,0,1
28816,1.0,-20,20,40,-30,-30,-40,0,0,0
28817,1.0,35,40,5,65,30,35,0,0,1
28818,1.0,20,10,-5,100,45,80,0,0,1
28819,1.0,-10,-9,-25,-18,-31,12,0,0,1
28820,2.0,-46,-101,-98,-12,-64,26,0,0,1
28821,1.0,5,-35,-67,22,-15,-39,0,0,0
28822,1.0,-16,65,95,-17,-5,16,0,0,1
28823,0.5,-2,30,35,5,10,0,0,0,0
28824,1.0,-6,-32,-11,11,29,-28,0,0,0
28825,1.0,35,130,40,25,30,80,0,0,1
28826,1.0,6,-20,-95,7,-28,71,0,0,1
28827,1.0,-15,-21,25,14,15,-66,0,0,0
28828,1.0,-23,-44,-29,15,-5,27,0,0,1
28829,0.5,-40,-18,-35,-90,-30,-59,0,1,0
28830,1.0,-60,-58,42,5,42,21,0,0,1
28831,2.0,10,22,37,47,37,51,0,0,1
28832,1.0,-67,-60,-40,-13,-55,-55,0,0,0
28833,1.0,-19,39,87,-11,22,47,0,0,1
28834,1.0,-28,13,8,13,-2,40,0,0,1
28835,1.0,30,110,70,0,60,15,0,0,1
28836,1.0,-55,-60,-47,-45,-52,2,0,0,1
28837,0.5,-10,-25,90,-55,90,-45,0,0,0
28838,1.0,-1,-15,-118,-28,-123,-5,0,1,0
28839,0.5,60,5,-15,0,20,-25,0,0,0
28840,1.0,-95,-105,-50,-50,0,-45,0,0,0
28841,0.0,42,100,25,20,25,28,0,0,0
28842,1.0,-65,-85,-65,-115,-85,-55,0,1,0
28843,1.0,-11,-41,21,-101,-29,-57,0,0,0
28844,1.0,-15,-50,-45,20,0,-60,0,0,0
28845,0.5,-34,39,22,-56,-51,0,0,0,0
28846,1.0,15,-20,5,70,-15,-10,0,0,0
28847,1.0,-10,0,35,-10,35,-35,0,0,1
28848,1.0,10,-15,-10,20,-10,80,0,0,1
28849,1.0,-38,-60,-20,-10,-10,0,0,0,0
28850,1.0,40,39,25,17,22,32,0,0,1
28851,1.0,-5,-40,-5,95,75,45,1,0,1
28852,1.0,4,28,26,22,10,49,0,0,1
28853,1.0,-55,-30,-25,15,-5,-50,0,0,0
28854,1.0,-15,5,0,-30,-20,40,0,0,1
28855,1.0,-18,-35,-25,-40,-30,20,0,0,1
28856,0.5,22,0,15,9,28,23,0,0,1
28857,0.5,26,-50,-85,90,56,65,0,0,0
28858,1.0,-16,-14,-12,11,1,-40,0,1,0
28859,0.5,-2,10,20,-10,20,10,0,0,1
28860,1.0,20,10,10,-10,-10,-20,0,0,0
28861,1.0,10,8,8,18,13,8,0,0,1
28862,1.0,-59,-64,-80,-88,-56,-19,0,1,0
28863,1.0,5,15,47,4,39,-18,0,0,0
28864,1.0,25,37,30,30,35,57,0,0,1
28865,1.0,10,21,30,-29,5,27,0,0,1
28866,1.0,20,-35,-40,55,50,20,1,0,1
28867,1.0,0,41,75,38,45,-9,0,0,0
28868,0.5,0,0,-35,8,-35,-53,0,0,0
28869,1.0,-50,18,103,-43,-83,-20,0,0,0
28870,0.5,36,27,-18,40,49,66,1,0,1
28871,1.0,61,-37,15,57,-28,-48,0,0,0
28872,2.0,20,85,5,50,55,2,0,0,1
28873,2.0,-20,-50,-15,40,-15,0,0,1,0
28874,0.5,10,18,-20,28,10,4,0,0,1
28875,1.0,-2,-19,15,16,40,-15,0,0,0
28876,2.0,3,-45,10,5,5,-23,0,0,0
28877,1.0,-20,-40,-30,-80,-40,-70,0,0,0
28878,1.0,45,30,45,60,45,15,1,0,1
28879,1.0,-15,32,12,44,-6,-2,0,0,0
28880,1.0,35,30,22,18,35,24,0,0,1
28881,1.0,-67,67,4,64,23,35,0,0,1
28882,0.5,37,44,61,9,61,-52,0,0,0
28883,1.0,195,-15,-30,15,60,-25,0,0,0
28884,0.5,-15,-57,-15,-44,-15,15,0,0,1
28885,0.5,58,74,23,94,65,20,0,0,1
28886,1.0,-16,35,45,-62,-30,26,0,0,1
28887,1.0,-20,-80,-34,55,-35,-41,0,0,0
28888,0.5,-14,-2,25,-9,-17,-33,0,0,0
28889,1.0,2,26,12,-20,55,-40,0,0,0
28890,1.0,15,7,17,-10,-60,-29,0,0,0
28891,1.0,-5,-28,-10,-18,-10,-38,0,0,0
28892,1.0,-34,-74,-35,80,15,65,0,0,0
28893,2.0,24,45,-65,23,-67,40,0,0,1
28894,1.0,-13,-70,-48,39,14,64,0,0,0
28895,1.0,-26,-9,-47,-24,-47,-17,0,0,0
28896,1.0,-32,54,37,-12,-27,79,0,0,1
28897,1.0,40,-10,5,0,5,-30,0,0,0
28898,1.0,-17,-15,-21,-35,-25,18,0,0,1
28899,1.0,-46,5,-22,-50,-79,-33,0,1,0
28900,1.0,-15,-20,-10,5,-5,-40,0,0,0
28901,0.5,-5,20,19,19,23,28,0,0,1
28902,1.0,-14,-15,-12,-30,-58,3,0,0,1
28903,1.0,-20,-30,70,-5,95,-30,0,0,0
